"키","분류","명칭","주소","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0245","장소/위치|시설|민간시설|공연장","폴리미디어씨어터","종로구 동숭동 1-75 대학로 문화공간 지하1층","서울특별시","종로구","이화동","02-3675-2754","","Y ","127.0035361000","37.5822908000"
"BE_IW10-0246","장소/위치|시설|민간시설|공연장","틴틴홀","종로구 동숭동 1-74 티제이스페이스빌딩 6층","서울특별시","종로구","이화동","02-745-5570","http://www.tintinhall.co.kr","Y ","127.0035347000","37.5825002000"
"BE_IW10-0247","장소/위치|시설|민간시설|공연장","청운예술극장","종로구 연건동 178-1 동마루빌딩 4층","서울특별시","종로구","이화동","02-764-7606","http://club.cyworld.com/club/main/club_main.asp?club_id=52632090","Y ","127.0025796000","37.5765253000"
"BE_IW10-0192","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리 라메르","서울시 종로구 인사동 194 홍익빌딩","서울특별시","종로구","종로1.2.3.4가동","02-730-5454","http://www.gallerylamer.com/","Y ","126.9846413000","37.5724798000"
"BE_IW10-0193","문화재유산|문화재구분|조형물|표석|갤러리/미술관","대안공간 풀","서울시 종로구 구기동 56-13","서울특별시","종로구","평창동","02-396-4805","http://www.altpool.org","Y ","126.9592181000","37.6064155000"
"BE_IW10-0176","문화재유산|문화재구분|조형물|표석|갤러리/미술관","아트선재센터","서울특별시 종로구 소격동 144-2","서울특별시","종로구","삼청동","02-733-8945","http://www.artsonje.org","Y ","126.9818500000","37.5794229000"
"BE_IW10-0194","문화재유산|문화재구분|조형물|표석|갤러리/미술관","공 갤러리","서울시 종로구 관훈동 23","서울특별시","종로구","종로1.2.3.4가동","02-735-9938","http://www.gonggallery.com","Y ","126.9854287000","37.5737939000"
"BE_IW10-0195","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리인","서울시 종로구 팔판동 141","서울특별시","종로구","삼청동","02-732-4677~8","http://www.galleryihn.com","Y ","126.9804626000","37.5817592000"
"BE_IW10-0196","문화재유산|문화재구분|조형물|표석|갤러리/미술관","아이스 갤러리","서울 종로구 화동 138-7 (정독도서관 맞은편)","서울특별시","종로구","삼청동","02-737-8830","http://www.icegallery.co.kr","Y ","126.9825512000","37.5793438000"
"BE_IW10-0197","문화재유산|문화재구분|수목|보호수|문화원","주한영국문화원","서울특별시 종로구 신문로1가 226번지 흥국생명빌딩 4층","서울특별시","종로구","사직동","02-3702-0600","http://www.britishcouncil.or.kr","Y ","126.9722191000","37.5697705000"
"BE_IW10-0198","문화재유산|문화재구분|수목|보호수|문화원","북촌문화센터","서울특별시 종로구 계동 105번지","서울특별시","종로구","가회동","02-3707-8388 8270","http://bukchon.seoul.go.kr","Y ","126.9864295000","37.5790692000"
"BE_IW10-0199","문화재유산|문화재구분|수목|보호수|문화원","주한중국문화원","서울특별시 종로구 내자동 200번지 주한중국문화원","서울특별시","종로구","사직동","02-733-8307~9","http://www.cccseoul.org","Y ","126.9713733000","37.5746207000"
"BE_IW10-0200","문화재유산|문화재구분|수목|보호수|문화원","일본공보문화원","서울특별시 종로구 운니동 114-8","서울특별시","종로구","종로1.2.3.4가동","02-765-3011~3","http://www.kr.emb-japan.go.jp/cult/cul_guide_hist.htm","Y ","126.9866557000","37.5768055000"
"BE_IW10-0851","문화재유산|문화재구분|민속자료","사산을 연이은 도성 17km","","","","","","","Y ","",""
"BE_IW10-0852","문화재유산|문화재구분|민속자료","인경종과 도성팔문","","","","","","","Y ","",""
"BE_IW10-0853","문화재유산|문화재구분|민속자료","영조의 구원 환생","","","","","","","Y ","",""
"BE_IW10-0854","문화재유산|문화재구분|민속자료","서광어린 옹성 동대문","","","","","","","Y ","",""
"BE_IW10-0855","문화재유산|문화재구분|민속자료","아미산 굴뚝","","","","","","","Y ","",""
"BE_IW10-0856","문화재유산|문화재구분|민속자료","칠휴거사 손순효의 초야","","","","","","","Y ","",""
"BE_IW10-0857","문화재유산|문화재구분|민속자료","화평을 기린 세검정","","","","","","","Y ","",""
"BE_IW10-0858","문화재유산|문화재구분|민속자료","연산군의 독존","","","","","","","Y ","",""
"BE_IW10-0859","문화재유산|문화재구분|민속자료","혜화문 문루의 봉황","","","","","","","Y ","",""
"BE_IW10-0860","문화재유산|문화재구분|민속자료","사조신위를 옮기는 제전","","","","","","","Y ","",""
"BE_IW10-0169","문화재유산|문화재구분|조형물|표석|갤러리/미술관","국제화랑","서울시 종로구 소격동 59-1","서울특별시","종로구","삼청동","02-735-8449","http://www.kukje.org","Y ","126.9804724000","37.5807298000"
"BE_IW10-0170","문화재유산|문화재구분|조형물|표석|갤러리/미술관","가람화랑","서울시 종로구 관훈동 30-10","서울특별시","종로구","종로1.2.3.4가동","02-732-6170","http://www.garamgallery.co.kr","Y ","126.9856175000","37.5742980000"
"BE_IW10-0171","문화재유산|문화재구분|조형물|표석|갤러리/미술관","청계창작스튜디오","서울시 종로구 장사동 227-1 센추럴관광호텔 1 3F","서울특별시","종로구","종로1.2.3.4가동","02-2285-3392","http://www.sfac.or.kr/cheonggye_studio/cheonggye06.asp","Y ","126.9928990000","37.5688002000"
"BE_IW10-0172","문화재유산|문화재구분|조형물|표석|갤러리/미술관","환기미술관","서울특별시 종로구 부암동 210-8 (환기미술관1길 23)","서울특별시","종로구","부암동","02-391-7701~2","http://www.whankimuseum.org","Y ","126.9664362000","37.5944071000"
"BE_IW10-0173","문화재유산|문화재구분|조형물|표석|갤러리/미술관","경인미술관","서울특별시 종로구 관훈동 30-1","서울특별시","종로구","종로1.2.3.4가동","02-733-4448","http://www.kyunginart.co.kr","Y ","126.9856180000","37.5745209000"
"BE_IW10-0174","문화재유산|문화재구분|조형물|표석|갤러리/미술관","학고재","서울시 종로구 관훈동 100-5","서울특별시","종로구","종로1.2.3.4가동","02-739-4937","http://hakgojae.com","Y ","126.9841605000","37.5748130000"
"BE_IW10-0175","문화재유산|문화재구분|조형물|표석|갤러리/미술관","본화랑","서울시 종로구 견지동 30","서울특별시","종로구","종로1.2.3.4가동","02-732-2366","http://www.bongallery.com","Y ","126.9826395000","37.5749208000"
"BE_IW10-0177","문화재유산|문화재구분|조형물|표석|갤러리/미술관","금호아트갤러리","서울시 종로구 사간동 78","서울특별시","종로구","삼청동","02-720-5114","http://www.kumhoarthall.co.kr","Y ","126.9798219000","37.5774770000"
"BE_IW10-0178","문화재유산|문화재구분|조형물|표석|갤러리/미술관","사비나미술관","서울특별시 종로구 안국동 159","서울특별시","종로구","삼청동","02-736-4371","http://www.savinamuseum.com","Y ","126.9845830000","37.5765880000"
"BE_IW10-0179","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리가이아","서울특별시 종로구 관훈동 145","서울특별시","종로구","종로1.2.3.4가동"," 02-733-3373","http://www.galerie-gaia.net","Y ","126.9834469000","37.5750728000"
"BE_IW10-0180","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리미즈","서울특별시 종로구 관훈동 37 수도빌딩 지하1층","서울특별시","종로구","종로1.2.3.4가동","02-735-4151","http://www.mizgallery.com","Y ","126.9851520000","37.5740529000"
"BE_IW10-0181","문화재유산|문화재구분|조형물|표석|갤러리/미술관","관훈갤러리","서울시 종로구 관훈동 195","서울특별시","종로구","종로1.2.3.4가동","02-733-6469","http://www.kwanhoongallery.com/new/index.htm","Y ","126.9843622000","37.5736791000"
"BE_IW10-0182","문화재유산|문화재구분|조형물|표석|갤러리/미술관","동산방화랑"," 서울특별시 종로구 견지동 93","서울특별시","종로구","종로1.2.3.4가동","02-733-6945","","Y ","126.9833743000","37.5729287000"
"BE_IW10-0183","문화재유산|문화재구분|조형물|표석|갤러리/미술관","동서화랑","서울특별시 종로구 관훈동 196 - 3","서울특별시","종로구","종로1.2.3.4가동","02-722-9086","","Y ","126.9853652000","37.5736068000"
"BE_IW10-0184","문화재유산|문화재구분|조형물|표석|갤러리/미술관","단성갤러리","서울시 종로구 관훈동 27-5","서울특별시","종로구","종로1.2.3.4가동","02-735-5588","","Y ","126.9852857000","37.5738973000"
"BE_IW10-0185","문화재유산|문화재구분|조형물|표석|갤러리/미술관","목금토갤러리","서울시 종로구 동숭동 1-75","서울특별시","종로구","이화동","02-764-0750","http://www.mokkumto.com","Y ","127.0035361000","37.5822908000"
"BE_IW10-0186","문화재유산|문화재구분|조형물|표석|갤러리/미술관","갤러리 세줄","서울특별시 종로구 평창동 464-13","서울특별시","종로구","평창동","02-391-9171","http://www.sejul.com","Y ","126.9751244000","37.6134542000"
"BE_IW10-0187","문화재유산|문화재구분|조형물|표석|갤러리/미술관","두아트(동문당 화랑)","서울시 종로구 관훈동 105","서울특별시","종로구","종로1.2.3.4가동","02-737-2505","http://www.doart.co.kr","Y ","126.9840363000","37.5749107000"
"BE_IW10-0188","문화재유산|문화재구분|조형물|표석|갤러리/미술관","공평아트센터","서울시 종로구 공평동 5-1","서울특별시","종로구","종로1.2.3.4가동","02-733-9512","","Y ","126.9835909000","37.5718940000"
"BE_IW10-0189","문화재유산|문화재구분|조형물|표석|갤러리/미술관","불교미술관","서울특별시 종로구 견지동 38-2","서울특별시","종로구","종로1.2.3.4가동","02-739-2991","http://www.Buddha.co.kr","Y ","126.9827322000","37.5741253000"
"BE_IW10-0190","문화재유산|문화재구분|조형물|표석|갤러리/미술관","금호미술관","서울시 종로구 사간동 78","서울특별시","종로구","삼청동","02-720-5114","http://www.kumhomuseum.com","Y ","126.9798219000","37.5774770000"
"BE_IW10-0191","문화재유산|문화재구분|조형물|표석|갤러리/미술관","다보성 전시관(갤러리)","서울특별시 종로구 경운동 88 수운회관 1층(2층 다보성 갤러리)","서울특별시","종로구","종로1.2.3.4가동","02-730-0310 7566","http://www.daboseong.co.kr","Y ","126.9862771000","37.5753081000"
"BE_IW10-0810","문화재유산|문화재구분|민속자료","목멱신사 국사당","","","","","","","Y ","",""
"BE_IW10-0811","문화재유산|문화재구분|민속자료","관등놀이","","","","","","","Y ","",""
"BE_IW10-0812","문화재유산|문화재구분|민속자료","경사가 베풀어지는 근정전 행사","","","","","","","Y ","",""
"BE_IW10-0825","문화재유산|문화재구분|민속자료","웅대한 균제미가 돋보이는 광화문","","","","","","","Y ","",""
"BE_IW10-0826","문화재유산|문화재구분|민속자료","융문?융무루","","","","","","","Y ","",""
"BE_IW10-0827","문화재유산|문화재구분|민속자료","휘모리 잡가 곰보타령","","","","","","","Y ","",""
"BE_IW10-0828","문화재유산|문화재구분|민속자료","청룡사에 얽힌 정순왕후 이야기","","","","","","","Y ","",""
"BE_IW10-0835","문화재유산|문화재구분|민속자료","경희궁에 놓인 환상의 구름다리","","","","","","","Y ","",""
"BE_IW10-0836","문화재유산|문화재구분|민속자료","경회루의 누성","","","","","","","Y ","",""
"BE_IW10-0837","문화재유산|문화재구분|민속자료","도교의 삼청도관","","","","","","","Y ","",""
"BE_IW10-0838","문화재유산|문화재구분|민속자료","천지신명에 고사","","","","","","","Y ","",""
"BE_IW10-0839","문화재유산|문화재구분|민속자료","세종의 초가삼간","","","","","","","Y ","",""
"BE_IW10-0840","문화재유산|문화재구분|민속자료","세종의 종루","","","","","","","Y ","",""
"BE_IW10-0841","문화재유산|문화재구분|민속자료","용이 읍조린 형세-경복궁자리","","","","","","","Y ","",""
"BE_IW10-0842","문화재유산|문화재구분|민속자료","청계의 명당수","","","","","","","Y ","",""
"BE_IW10-0843","문화재유산|문화재구분|민속자료","내시들의 주거지 환관촌","","","","","","","Y ","",""
"BE_IW10-0844","문화재유산|문화재구분|민속자료","영제의 제단 숙정문","","","","","","","Y ","",""
"BE_IW10-0845","문화재유산|문화재구분|민속자료","상여가 나가던 서소문","","","","","","","Y ","",""
"BE_IW10-0846","문화재유산|문화재구분|민속자료","세종문화의 꽃","","","","","","","Y ","",""
"BE_IW10-0847","문화재유산|문화재구분|민속자료","정업원 구기","","","","","","","Y ","",""
"BE_IW10-0848","문화재유산|문화재구분|민속자료","만기총재의 전당-사정전","","","","","","","Y ","",""
"BE_IW10-0849","문화재유산|문화재구분|민속자료","영수?운장곡의 풍치","","","","","","","Y ","",""
"BE_IW10-0850","문화재유산|문화재구분|민속자료","왕기어린 모란꽃 같은 북악-백악?면악","","","","","","","Y ","",""
"BE_IW10-0896","장소/위치|종로여행","사직동(오솔길) _ 약 2시간 30분","","","","","","","Y ","",""
"BE_IW10-0897","장소/위치|종로여행","청운 효자동(정신.문화 여행길)","","","","","","","Y ","",""
"BE_IW10-0898","장소/위치|종로여행","윤동주 시인의 언덕까지 [문학둘레길] _ 약 3시간","","","","","","","Y ","",""
"BE_IW10-0899","장소/위치|종로여행","창신동(마음을 여는 사람의 추억길)_ 약 2시간 30분","","","","","","","Y ","",""
"BE_IW10-0829","문화재유산|문화재구분|민속자료","종묘 제례","","","","","","","Y ","",""
"BE_IW10-0830","문화재유산|문화재구분|민속자료","세종대왕이 나신 준수방","","","","","","","Y ","",""
"BE_IW10-0831","문화재유산|문화재구분|민속자료","노적봉에 얽힌 전설","","","","","","","Y ","",""
"BE_IW10-0832","문화재유산|문화재구분|민속자료","수복강령의 자경전","","","","","","","Y ","",""
"BE_IW10-0833","문화재유산|문화재구분|민속자료","장안의 뜨락 청계천","","","","","","","Y ","",""
"BE_IW10-0834","문화재유산|문화재구분|민속자료","무학대사와 선바위","","","","","","","Y ","",""
"BE_IW10-0813","문화재유산|문화재구분|민속자료","거슬러본 한양의 위용","","","","","","","Y ","",""
"BE_IW10-0814","문화재유산|문화재구분|민속자료","송도에서 한양으로 전도","","","","","","","Y ","",""
"BE_IW10-0815","문화재유산|문화재구분|민속자료","경복궁재건과 경복궁타령","","","","","","","Y ","",""
"BE_IW10-0816","문화재유산|문화재구분|민속자료","인왕산 호랑이","","","","","","","Y ","",""
"BE_IW10-0817","문화재유산|문화재구분|민속자료","아름다운 수표교의 장관","","","","","","","Y ","",""
"BE_IW10-0818","문화재유산|문화재구분|민속자료","한양의 명당도","","","","","","","Y ","",""
"BE_IW10-0819","문화재유산|문화재구분|민속자료","송석원의 도인 천수경","","","","","","","Y ","",""
"BE_IW10-0820","문화재유산|문화재구분|민속자료","등과생의 진하","","","","","","","Y ","",""
"BE_IW10-0821","문화재유산|문화재구분|민속자료","복회로 모이던 탑골공원","","","","","","","Y ","",""
"BE_IW10-0822","문화재유산|문화재구분|민속자료","동악 이안눌의 가연","","","","","","","Y ","",""
"BE_IW10-0823","문화재유산|문화재구분|민속자료","보도각 백불","","","","","","","Y ","",""
"BE_IW10-0824","문화재유산|문화재구분|민속자료","유서 깊은 원각사의 종","","","","","","","Y ","",""
"BE_IW10-0808","문화재유산|문화재구분|민속자료","시래기를 선물로 준 황정승","","","","","","","Y ","",""
"BE_IW10-0809","문화재유산|문화재구분|민속자료","한양전도 개기공사","","","","","","","Y ","",""
"BE_IW10-0453","문화재유산|문화재구분|동묘","서울 동묘","서울특별시 종로구 숭인동 238-1번지","서울특별시","종로구","숭인2동","","","Y ","127.0183336000","37.5729800000"
"BE_IW10-0454","문화재유산|문화재구분|사당","서울 육상궁","서울특별시 종로구 궁정동 1-1","서울특별시","종로구","청운효자동","","","Y ","126.9735214000","37.5855189000"
"BE_IW10-0455","문화재유산|문화재구분|사당","선희궁 터","서울특별시 종로구 신교동 산1-1","서울특별시","종로구","청운효자동","","","Y ","126.9685889000","37.5850472000"
"BE_IW10-0473","문화재유산|문화재구분|건축","경신 웰스기념당","","","","","","","Y ","",""
"BE_IW10-0607","문화재유산|문화재구분|조형물","좌포도청(左捕盜廳) 터","서울특별시 종로구 종로3가 123-2","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9912948000","37.5701252000"
"BE_IW10-0608","문화재유산|문화재구분|조형물","종침교(琮琛橋) 터","서울특별시 종로구 내자동 일반 223번지","서울특별시","종로구","사직동","","","Y ","126.9716000000","37.5754000000"
"BE_IW10-0609","문화재유산|문화재구분|조형물","종친부터(宗親府址)","서울특별시 종로구 소격동 165번지","서울특별시","종로구","삼청동","","","Y ","126.9805749000","37.5795174000"
"BE_IW10-0610","문화재유산|문화재구분|조형물","종부시(宗簿寺) 터","서울특별시 종로구 와룡동 139번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9901739000","37.5764133000"
"BE_IW10-0611","문화재유산|문화재구분|조형물","이석형(李石亨) 생가터","서울특별시 종로구 연건동 28-21","서울특별시","종로구","이화동","","","Y ","126.9987981000","37.5791660000"
"BE_IW10-0612","문화재유산|문화재구분|조형물","이상집터(李箱家址)","서울특별시 종로구 통인동 156-2번지","서울특별시","종로구","청운효자동","","","Y ","126.9713447000","37.5785049000"
"BE_IW10-0613","문화재유산|문화재구분|조형물","제용감터(濟用監)","서울특별시 종로구 중학동 54번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9792124000","37.5744174000"
"BE_IW10-0727","문화재유산|문화재구분|조형물","공조터(工曹址)","서울특별시 종로구 도렴동 80-2번지","서울특별시","종로구","사직동","","","Y ","126.9752391000","37.5722383000"
"BE_IW10-0728","문화재유산|문화재구분|조형물","계동궁(桂洞宮) 터","서울특별시 종로구 계동 140-2번지","서울특별시","종로구","가회동","","","Y ","126.9873971000","37.5784138000"
"BE_IW10-0729","문화재유산|문화재구분|조형물","경조아문터","서울특별시 종로구 세종로 100","서울특별시","종로구","사직동","","","Y ","126.9782088000","37.5721655000"
"BE_IW10-0730","문화재유산|문화재구분|조형물","경우궁터(景祐宮址)","서울특별시 종로구 계동 146-2번지","서울특별시","종로구","가회동","","","Y ","126.9865825000","37.5773448000"
"BE_IW10-0731","문화재유산|문화재구분|조형물","김상용집(金尙容家) 터","서울특별시 종로구 청운동 52-8번지","서울특별시","종로구","청운효자동","","","Y ","126.9686906000","37.5867398000"
"BE_IW10-0732","문화재유산|문화재구분|조형물","김상옥(金相玉) 의거터","서울특별시 종로구 종로2가동 8-4번지","서울특별시","종로구","청운효자동","","","Y ","126.9780787000","37.5704440000"
"BE_IW10-0733","문화재유산|문화재구분|조형물","김가진집터(金嘉鎭家址)","서울특별시 종로구 체부동 45-2번지","서울특별시","종로구","사직동","","","Y ","126.9720433000","37.5772317000"
"BE_IW10-0734","문화재유산|문화재구분|조형물","경기감영(京畿監營) 터","서울특별시 종로구 평동 164번지","서울특별시","종로구","교남동","","","Y ","126.9669627000","37.5673135000"
"BE_IW10-0769","문화재유산|문화재구분|조형물","염상섭선생동상","서울특별시 종로구 훈정동 90번지 종묘시민공원","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9776750000","37.5700530000"
"BE_IW10-0770","문화재유산|문화재구분|조형물","최규식 경무관 동상","서울특별시 종로구 청운동 산 1-1","서울특별시","종로구","청운효자동","","","Y ","126.9693998000","37.5907634000"
"BE_IW10-0771","문화재유산|문화재구분|조형물","이상재선생 동상","서울특별시 종로구 훈정동 90번지 종묘시민광장","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9776750000","37.5700530000"
"BE_IW10-0528","문화재유산|문화재구분|종교문화재","청량산괘불탱","서울특별시 종로구 창신동 130-3 안양암내","서울특별시","종로구","창신1동","","","Y ","127.0137690000","37.5755637000"
"BE_IW10-0529","문화재유산|문화재구분|종교문화재","의겸등필수월관음도","서울특별시 종로구 창신동 130-3","서울특별시","종로구","창신1동","","","Y ","127.0137690000","37.5755637000"
"BE_IW10-0614","문화재유산|문화재구분|조형물","제생원(濟生院) 터","서울특별시 종로구 계동 140-2번지","서울특별시","종로구","가회동","","","Y ","126.9873971000","37.5784138000"
"BE_IW10-0615","문화재유산|문화재구분|조형물","정철선생(鄭澈先生) 나신 곳","서울특별시 종로구 청운동 123번지","서울특별시","종로구","청운효자동","","","Y ","126.9696280000","37.5856345000"
"BE_IW10-0616","문화재유산|문화재구분|조형물","정도전(鄭道傳) 집터","서울특별시 종로구 수송동 146-2번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9792620000","37.5729289000"
"BE_IW10-0617","문화재유산|문화재구분|조형물","전차차고(電車車庫) 터","서울특별시 종로구 종로6가 일반 94-1번지","서울특별시","종로구","종로5.6가동","","","Y ","126.9838679000","37.5704510000"
"BE_IW10-0618","문화재유산|문화재구분|조형물","전의감(典醫監) 터","서울특별시 종로구 견지동 39-7번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9826182000","37.5744559000"
"BE_IW10-0619","문화재유산|문화재구분|조형물","육의전(六矣廛) 터","서울특별시 종로구 종로2가 일반 31번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9895626000","37.5705897000"
"BE_IW10-0620","문화재유산|문화재구분|조형물","장흥고터(長興庫址)","서울특별시 종로구 적선동 107-1번지","서울특별시","종로구","사직동","","","Y ","126.9728685000","37.5761659000"
"BE_IW10-0735","문화재유산|문화재구분|조형물","감고당터(感古堂址)","서울특별시 종로구 안국동 37-1번지","서울특별시","종로구","삼청동","","","Y ","126.9826151000","37.5780462000"
"BE_IW10-0736","문화재유산|문화재구분|조형물","선창터","서울특별시 종로구 종로3가 23-1번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9919031000","37.5707132000"
"BE_IW10-0737","문화재유산|문화재구분|조형물","중앙학림","서울특별시 종로구 명륜1가 5-1번지","서울특별시","종로구","혜화동","","","Y ","127.0003884000","37.5916677000"
"BE_IW10-0738","문화재유산|문화재구분|조형물","종로YMCA","서울특별시 종로구 종로2가 9번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9852910000","37.5706082000"
"BE_IW10-0739","문화재유산|문화재구분|조형물","유심사","서울특별시 종로구 계동 58번지","서울특별시","종로구","가회동","","","Y ","126.9870006000","37.5821604000"
"BE_IW10-0740","문화재유산|문화재구분|조형물","권율도원수집터","서울특별시 종로구 행촌동 1-113번지","서울특별시","종로구","교남동","","","Y ","126.9640074000","37.5732095000"
"BE_IW10-0741","문화재유산|문화재구분|조형물","광혜원(廣惠院) 터","서울특별시 종로구 재동 83번지","서울특별시","종로구","가회동","","","Y ","126.9847615000","37.5780450000"
"BE_IW10-0742","문화재유산|문화재구분|조형물","관수교(觀水橋) 터","서울특별시 종로구 관수동 일반 91-1번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9906000000","37.5691000000"
"BE_IW10-0772","문화재유산|문화재구분|조형물","손병희 선생","서울특별시 종로구 종로2가 38-1 탑골공원","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9883480000","37.5712060000"
"BE_IW10-0773","문화재유산|문화재구분|조형물","옥파 이종일 선생 동상","서울특별시 종로구 수송동 80-7 수송공원","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9811467000","37.5738539000"
"BE_IW10-0530","문화재유산|문화재구분|종교문화재","김수온발선종영가집(金守溫跋禪宗永嘉集)","서울특별시 종로구  신문로 2가 2-1 서울특별시립박물관","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9688348000","37.5707649000"
"BE_IW10-0531","문화재유산|문화재구분|종교문화재","조계사목석가불좌상","서울특별시 종로구 견지동 45","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9823368000","37.5739012000"
"BE_IW10-0532","문화재유산|문화재구분|종교문화재","서울 장의사지 당간지주","종로구 신영동 218-9","서울특별시","종로구","부암동","","","Y ","126.9611862000","37.6026161000"
"BE_IW10-0745","문화재유산|문화재구분|조형물","경모궁터(景慕宮址)","서울특별시 종로구 연건동 28-22번지","서울특별시","종로구","이화동","","","Y ","126.9990217000","37.5773513000"
"BE_IW10-0533","문화재유산|문화재구분|종교문화재","천도교중앙대교당","서울특별시 종로구 경운동 88","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9862771000","37.5753081000"
"BE_IW10-0621","문화재유산|문화재구분|조형물","장원서터(掌苑署址)","서울특별시 종로구 화동2번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9831241000","37.5807844000"
"BE_IW10-0622","문화재유산|문화재구분|조형물","장예원터(掌隸院址)","서울특별시 종로구 당주동 11번지","서울특별시","종로구","사직동","","","Y ","126.9748993000","37.5719600000"
"BE_IW10-0623","문화재유산|문화재구분|조형물","자주동샘","서울특별시 종로구 창신동 471-9","서울특별시","종로구","창신2동","","","Y ","",""
"BE_IW10-0624","문화재유산|문화재구분|조형물","자수궁터(慈壽宮址)","서울특별시 종로구 옥인동 45-1번지","서울특별시","종로구","청운효자동","","","Y ","126.9682289000","37.5822949000"
"BE_IW10-0625","문화재유산|문화재구분|조형물","이현궁(梨峴宮) 터","서울특별시 종로구 인의동 48번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9990685000","37.5724941000"
"BE_IW10-0626","문화재유산|문화재구분|조형물","이항복(李恒福) 집터","서울특별시 종로구 필운동 산1-2번지","서울특별시","종로구","사직동","","","Y ","126.9663079000","37.5781153000"
"BE_IW10-0627","문화재유산|문화재구분|조형물","이조(吏曹) 터","서울특별시 종로구 세종로동 82-1번지","서울특별시","종로구","사직동","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0628","문화재유산|문화재구분|조형물","이율곡선생 살던집터","서울특별시 종로구 관훈동 197-28","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9854649000","37.5731065000"
"BE_IW10-0629","문화재유산|문화재구분|조형물","용동궁(龍洞宮) 터","서울특별시 종로구 수송동 일반 80번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9806000000","37.5737000000"
"BE_IW10-0743","문화재유산|문화재구분|조형물","경시서(京市署) 터","서울특별시 종로구 종로2가 40번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9890881000","37.5705405000"
"BE_IW10-0744","문화재유산|문화재구분|조형물","경성궤도회사(京城軌道) 터","서울특별시 종로구 창신동 444-14번지","서울특별시","종로구","창신1동","","","Y ","127.0103711000","37.5709180000"
"BE_IW10-0746","문화재유산|문화재구분|조형물","승동교회","서울특별시 종로구 인사동 137번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9861167000","37.5715664000"
"BE_IW10-0747","문화재유산|문화재구분|조형물","보신각앞","서울특별시 종로구 관철동 45-5번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9835841000","37.5698422000"
"BE_IW10-0748","문화재유산|문화재구분|조형물","보성사","서울특별시 종로구 수송동 80-7번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9811467000","37.5738539000"
"BE_IW10-0749","문화재유산|문화재구분|조형물","창경궁내 팔각칠층석탑","서울특별시 종로구 와룡동 2-1","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0534","문화재유산|문화재구분|종교문화재","인왕산 국사당","서울특별시 종로구 무악동 산 2-12","서울특별시","종로구","무악동","","","Y ","126.9595820000","37.5787901000"
"BE_IW10-0535","문화재유산|문화재구분|종교문화재","평창동 보현산신각","서울특별시 종로구 평창동 541-1","서울특별시","종로구","평창동","","","Y ","126.9660988000","37.6143202000"
"BE_IW10-0536","문화재유산|문화재구분|종교문화재","청룡사","서울특별시 종로구 숭인동 17-1번지","서울특별시","종로구","숭인1동","","","Y ","127.0167666000","37.5799125000"
"BE_IW10-0630","문화재유산|문화재구분|조형물","이상재선생(李商在先生) 집터","서울특별시 종로구 가회동 156번지","서울특별시","종로구","가회동","","","Y ","126.9847947000","37.5801110000"
"BE_IW10-0631","문화재유산|문화재구분|조형물","이문터(里門址)","서울특별시 종로구 종로2가 22-2번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9871408000","37.5704428000"
"BE_IW10-0632","문화재유산|문화재구분|조형물","이동녕주석 집터","서울특별시 종로구 봉익동 60번지","서울특별시","종로구","종로1.2.3.4가동","","","Y ","126.9936940000","37.5716584000"
